,y_pred,y_test
30461,31.875302430540824,13.0
29522,31.335513320778567,50.0
14227,51.39456554381327,80.0
27186,29.933209546633016,25.0
18407,45.51176614007854,43.0
6902,49.690903637186175,78.0
28292,117.06746480147726,89.0
29705,39.00924031418628,6.0
10468,53.255232742958604,58.0
17398,36.628756721325686,20.0
21196,63.79980402363768,35.0
14789,48.16836893869675,25.0
7790,24.24382735565522,17.0
22024,24.16835336625688,54.0
11625,28.913448169058494,53.0
928,147.54370696585178,167.0
16502,45.30335187671688,36.0
17105,24.784480698469178,42.0
21406,44.656490657318564,76.0
3673,47.846450443309834,32.0
25738,34.6405544246731,21.0
25857,158.84059476313735,159.0
17324,46.957733575001924,18.0
28807,83.44292212994286,70.0
19615,48.25219699616452,42.0
16744,35.200981653602646,46.0
6946,34.61047850751843,19.0
7569,118.6817015391055,45.0
7221,56.97148375818659,10.0
27030,27.830364617161976,38.0
4168,46.3666928366497,34.0
16431,49.773441622299906,21.0
25557,60.79857841349238,55.0
20703,171.56718295252605,178.0
23655,24.69064670724487,12.0
9014,42.48302286786183,21.0
11400,68.7585542620549,59.0
3901,110.89916424032877,158.0
1227,71.25354237753332,87.0
26818,152.83686907928785,160.0
2848,25.556061414865347,21.0
29285,40.146033481669384,30.0
30374,62.140731858282955,38.0
20204,55.32146448462023,53.0
24642,71.47620325344151,87.0
10963,64.876285930503,56.0
23349,142.36645100416814,158.0
5604,101.85403957229481,95.0
12146,24.32282474258011,13.0
14475,64.23449165165088,34.0
23214,94.58855614123436,96.0
11204,33.19734077132523,47.0
23297,145.47396338776514,171.0
19821,64.73525026935137,15.0
13447,28.147781675009,75.0
10827,37.8657416004783,25.0
27620,88.72969173208911,158.0
3740,92.26067425221234,127.0
17161,66.43681408118373,36.0
28026,29.73943869830427,21.0
29256,94.31521830424708,80.0
11311,88.91519107380407,124.0
1278,83.64088360520425,87.0
26570,51.856221852592306,46.0
19244,52.2464366959621,16.0
3068,48.0972004773629,36.0
12133,51.110685591864915,34.0
17735,94.58775163603573,30.0
12706,48.57105405008613,56.0
14084,25.368947190198387,17.0
26205,78.47992562611782,63.0
23007,136.80958752308834,165.0
23913,197.01415899654054,214.0
11753,88.74238270443168,97.0
13021,29.145328891740963,43.0
7682,31.58484086855404,55.0
21080,49.16030175376016,55.0
14858,62.07387404694649,70.0
2404,73.6858897044765,76.0
1078,43.557788518826854,30.0
25720,51.41386319761974,21.0
24460,92.0055802522062,109.0
17151,30.591434090549015,28.0
6070,62.3962808527574,30.0
11896,51.37506065684463,28.0
21283,42.51556175357102,50.0
13627,75.52168869109775,57.0
2009,35.094231214256915,38.0
3402,53.50420782420435,30.0
28423,35.526155323310405,34.0
8832,68.82082350827704,23.0
16801,40.004347405156956,61.0
25681,62.558759938699794,34.0
27536,30.1888562173275,27.0
12858,102.00615264617427,74.0
2541,46.436978700978486,22.0
12660,60.31033021784447,51.0
6863,124.78820216064746,138.0
17897,60.809282773419525,18.0
10203,87.61388318288098,93.0
27062,57.72030062617201,62.0
30548,45.428345686426184,63.0
18909,72.95964496285717,63.0
17925,31.45268981712455,40.0
4143,44.68561190336267,51.0
4241,24.16835336625688,20.0
28244,48.57105405008613,35.0
22255,44.82745768366038,45.0
14981,43.922666100058365,34.0
25413,48.76465302649163,55.0
10039,44.548918482019715,26.0
2602,26.305112391113042,18.0
3776,112.07089399598415,127.0
15777,61.12221950011507,57.0
24143,64.48716128802143,126.0
15759,49.78011751787034,55.0
428,89.97137612329534,97.0
22232,24.784480698469178,34.0
11983,60.89645176186235,33.0
6815,47.262532691239514,55.0
5260,43.171064069139646,65.0
16327,38.40798492125882,46.0
17655,125.47721465594803,83.0
6355,60.446262274386555,70.0
7579,34.05564839149373,36.0
20297,78.86348869471735,62.0
5658,28.63471461705829,55.0
20854,57.155707611307236,144.0
18423,53.164220484999426,43.0
23591,37.8657416004783,24.0
25096,34.09831925995523,42.0
26378,88.10235510677715,77.0
8845,29.933209546633016,25.0
279,58.111174271275644,18.0
21528,121.99156688035167,174.0
17990,69.61170223649998,120.0
19437,56.38258784699458,40.0
25832,184.45220649865783,220.0
24493,50.25080402341493,34.0
21426,48.16346056821047,20.0
16274,33.76885818269568,87.0
26277,39.335841401621785,18.0
23872,97.02588853544715,114.0
11125,40.77181806964412,30.0
24248,24.16835336625688,19.0
18902,103.2791831329674,85.0
19876,56.8606836574919,61.0
4285,24.16835336625688,25.0
29532,64.19805006470119,24.0
25076,25.1505685694857,13.0
7570,61.78717915338868,64.0
11146,66.4832015861628,50.0
24309,29.76825093548543,25.0
15718,62.48132518634299,95.0
2383,112.59924075093858,112.0
17804,139.93674591988815,117.0
9653,55.77603625829125,64.0
12538,65.53535015538618,55.0
23338,110.93365168778419,174.0
6505,51.463738288929,141.0
23957,115.05508005694543,162.0
13497,44.26476237856653,29.0
5865,59.24544560967772,25.0
3222,57.096690446194806,21.0
14070,37.11195086480922,21.0
19687,26.048259003173204,25.0
18796,35.00474659250767,57.0
13748,94.67931256843323,93.0
18220,78.66343325332178,67.0
29992,71.21962626000614,39.0
20512,89.18807366909269,91.0
26435,185.5736930958908,168.0
14048,76.04887674766113,85.0
12487,50.8622753340174,57.0
23202,60.01308604852765,120.0
16024,31.67137003277588,29.0
29901,43.680931604544874,28.0
18475,104.28095401816869,268.0
12078,41.807408159221296,60.0
18698,28.842402872915336,26.0
17501,28.377824051279376,38.0
1598,68.17770379426739,82.0
28377,35.77312293351522,17.0
4404,24.16835336625688,9.0
10185,63.491786236918294,50.0
7743,37.49322972822185,102.0
12110,40.29886897746726,30.0
491,30.736804926450365,5.0
19673,47.44066131575319,50.0
5505,196.3689743811559,199.0
20261,51.323021618120144,53.0
3585,24.784480698469178,42.0
7539,53.75392042597001,109.0
1710,78.80493750922994,93.0
14071,46.39407239635615,21.0
9086,66.6965699078765,15.0
2041,24.38555515158084,21.0
9289,67.09107247050265,84.0
17875,72.30989684119231,104.0
26014,47.12379918378436,42.0
4667,56.31791423331486,42.0
15252,70.20454572388931,42.0
1786,45.925905649564875,51.0
15584,65.08322645125293,38.0
12166,50.547579763891754,34.0
30106,37.437491598010304,18.0
14372,140.71161920531225,134.0
250,45.70980820898162,76.0
19904,65.10476282854536,70.0
19417,47.806718497392865,59.0
9755,100.04392069167211,151.0
25595,96.77939566480316,87.0
9500,50.419010025872815,61.0
26239,57.38570093235716,65.0
28455,92.97673367053304,74.0
22283,30.359425988458323,20.0
13884,51.09962674123084,150.0
17934,33.397319784747175,27.0
14510,195.09650764790712,154.0
11897,49.73032571085661,39.0
3483,50.74471909046734,46.0
5477,50.336763363749185,74.0
22489,29.1223700218859,42.0
6216,43.31579693513017,46.0
28875,94.81251344195528,74.0
4186,39.43430823587599,35.0
27706,24.32282474258011,29.0
2240,46.183756217998635,50.0
23189,83.61557290402587,109.0
4254,54.402565834171234,24.0
19178,172.20186757105577,187.0
24175,27.59480622230691,16.0
27438,41.134096934823035,28.0
19003,25.826296273300095,18.0
3931,153.41688650794467,152.0
423,129.2017105325279,117.0
5472,58.30270736407926,154.0
4744,103.82702558418963,78.0
11051,76.2512241172913,25.0
25928,51.181194180728404,38.0
17108,29.933209546633016,9.0
20222,62.25435936582428,55.0
19258,45.09873751471583,32.0
3349,48.736552387799556,25.0
6136,48.345815900634264,25.0
13229,27.942851909749002,21.0
23264,70.442567668441,86.0
23065,90.70104096476366,78.0
28025,40.20322142373721,30.0
28670,158.69584406673164,153.0
210,61.38366839863894,78.0
26449,143.64685567542628,176.0
27599,31.646859640385564,27.0
1426,53.422728494829634,21.0
4296,27.830364617161976,25.0
12425,32.05736817673185,62.0
4469,35.14944090127952,77.0
8570,33.80700044737219,7.0
19083,51.56756781006682,30.0
217,36.31071768810699,67.0
2533,52.19023848345235,20.0
30393,38.082449382546294,29.0
3876,73.87642337092642,76.0
18388,57.13027505470511,28.0
9073,81.59638853553687,124.0
13167,24.250906870999025,23.0
18442,46.504220746931615,49.0
20344,86.21102757901359,162.0
4913,67.84002568062581,142.0
733,80.52181139273308,76.0
6224,109.72466889727319,107.0
896,56.38103891797008,68.0
20971,100.16128214487058,110.0
29216,83.52726264682677,95.0
13398,46.14017424345756,63.0
10935,26.712385304215935,16.0
25472,51.25640940234251,43.0
12114,38.7727431786053,17.0
13194,45.48532887653586,34.0
10206,35.00474659250767,21.0
25123,70.13791304639432,13.0
9687,50.30249027926275,43.0
29840,31.274789623991104,26.0
24017,132.38523143762967,149.0
19647,72.07277800671271,151.0
24979,24.16835336625688,23.0
19031,29.933209546633016,9.0
1912,55.60537811793958,46.0
4739,31.976534101539528,57.0
7175,52.89591033637798,69.0
5982,24.16835336625688,21.0
8124,28.62681540850178,27.0
21114,51.90858213978248,38.0
3780,95.87369985209344,70.0
12181,46.404701530146895,30.0
26920,95.7330333613113,107.0
25378,93.70511682069083,70.0
2943,46.52467542254688,57.0
20027,90.06713921470556,142.0
12369,38.30286210171766,17.0
13607,56.72870613409045,63.0
6888,64.67944840634885,134.0
12228,41.96630994909225,67.0
7613,73.96966564091883,57.0
624,64.0826621498384,53.0
10062,59.388708196035125,13.0
11265,53.54022610325173,42.0
20641,28.317001793818516,17.0
1092,44.58334378441219,23.0
10675,59.72146457189663,32.0
28880,101.99576789685833,107.0
5018,95.57045013256294,61.0
1298,102.94932421625774,89.0
16238,161.91461330179874,209.0
17452,29.76825093548543,17.0
9798,61.317001666583565,119.0
7422,41.33359194608817,76.0
20927,48.869313442004135,55.0
22514,67.5450973380318,57.0
18329,100.96100560735582,75.0
25788,27.761696719067075,17.0
4915,105.83813545348754,124.0
4659,45.88013310118756,21.0
26680,50.53656626942288,25.0
15981,47.686325696831744,41.0
13307,104.12305935046956,89.0
16492,47.80430606004871,49.0
16168,80.76822560024219,70.0
18340,97.95444417934836,105.0
15473,54.44630400178119,38.0
28458,63.68592766073909,74.0
5754,24.16835336625688,17.0
736,63.55214328468159,70.0
26505,83.13197603221482,95.0
18014,59.960215760597904,68.0
15558,70.56157717687321,52.0
26362,59.0538299690749,91.0
20145,57.21223911862078,56.0
13925,117.58398643603446,111.0
2982,91.2700842099416,80.0
24278,61.68653725313143,81.0
15914,45.48315648799959,57.0
16739,28.23202723537335,21.0
21845,95.03961166493899,101.0
14920,31.85980043203801,21.0
2281,94.1569768495941,92.0
22503,67.62965123939173,104.0
19121,37.49322972822185,46.0
5711,100.74558430877569,30.0
29692,67.06954539946757,16.0
19948,61.94566795524415,87.0
20228,47.097485960605106,50.0
12829,40.57151010040157,46.0
30486,65.95898011273862,147.0
20984,35.094231214256915,38.0
28779,65.76332778308017,42.0
16804,55.88649415118903,68.0
3096,24.939019952216377,27.0
8132,38.58042391537348,24.0
27033,41.33359194608817,61.0
29523,54.217469203676764,53.0
214,61.289476522104415,56.0
23000,76.93675402207317,114.0
1731,82.67290678561208,76.0
8274,84.5492140965037,72.0
7558,72.72721257833133,31.0
28627,37.39850837461168,55.0
29452,94.58775163603573,82.0
3396,59.580055960045996,21.0
20363,65.35970989406826,78.0
6234,47.37770929263504,97.0
3507,41.17101868121133,57.0
4819,62.36067517754507,55.0
21798,95.38938691139278,156.0
7907,27.021661207836143,25.0
19204,132.68313426688124,82.0
24784,61.317001666583565,74.0
24551,24.16835336625688,17.0
19784,63.49265588661264,55.0
16785,29.76825093548543,25.0
14634,35.00474659250767,13.7
12403,68.75534809505547,78.0
430,64.29699857151873,76.0
5843,63.19637771099565,17.0
15598,61.722307178769995,67.0
18737,46.210362292281324,25.0
19214,132.5270336539074,99.0
11376,71.88970580568831,102.0
24605,34.24093209016516,160.0
22688,77.7151749320089,24.0
8409,24.32282474258011,18.0
17970,49.563885360933156,42.0
24906,44.88749246592471,5.0
23996,87.8208656440724,74.0
4220,29.76825093548543,21.0
3547,25.63358726751588,42.0
23428,30.384378267697734,27.0
7581,64.12577548568197,52.0
24404,110.22155966736233,163.0
25379,50.80059796156307,95.0
21987,24.16835336625688,63.0
10054,47.5075303195719,25.0
6620,25.97221707377571,9.0
5026,62.95010069323851,59.0
5282,82.10712147967769,154.0
6325,127.32040372716052,78.0
20763,106.65224710239112,93.0
2798,32.03726383806749,25.0
16337,35.570643438613985,44.0
1043,104.822658756813,76.0
21476,47.03938420102796,29.0
10957,45.37994149301412,38.0
21658,51.85834034104378,70.0
17120,61.29754249572859,42.0
23136,99.66430234713044,122.0
1815,32.0402610416884,43.0
25816,194.1586944748102,217.0
21309,38.40798492125882,54.0
19644,55.79416915653967,65.0
16947,24.32282474258011,21.0
10347,52.76957170721738,68.0
13756,125.4645960731181,121.0
2683,51.23059063855843,34.0
12137,55.541879227734825,17.0
14603,78.96521308057848,97.0
26430,49.84476444509722,27.0
12912,46.157910944106035,154.0
9154,37.49322972822185,10.0
25273,87.85248411621247,112.0
20051,38.74254288375423,26.0
27416,47.19417974557811,64.0
22779,49.43174513027244,45.0
6824,122.82233087671524,139.0
8304,61.64169327009432,63.0
7294,85.54829765637785,148.0
18003,74.73393898998897,57.0
18168,62.17194000056927,50.0
13985,110.21625598372512,91.0
10630,36.63032323610233,10.0
16723,26.29351152607696,30.0
3492,41.42025628394478,38.0
5081,67.62232062661973,90.0
8299,37.5875759611393,59.0
4461,60.57807939829408,41.0
30182,30.62366164401176,20.0
29909,58.554698269062754,33.0
16178,28.281533338226694,17.0
29197,98.13978607954407,59.0
12238,62.741199592927785,61.0
15535,56.00241955837477,68.0
28147,28.018325899147342,49.0
25028,59.7581357776224,13.0
10798,45.724432675201484,38.0
8769,56.96977521785223,58.0
5511,111.73059650940073,188.0
19069,42.4899987378886,25.0
6332,83.77950825973787,80.0
5098,72.82274862750877,65.0
14990,37.792405218392744,42.0
21825,121.56319931444295,154.0
29722,27.33827057290453,13.0
16197,24.16835336625688,13.0
10506,39.66856705792233,18.0
27552,56.26802580712985,93.0
8511,46.50932112105947,13.0
7267,47.27114865496544,15.0
29206,104.54434212720281,85.0
9403,80.12585369817315,107.0
3318,78.74133280282359,127.0
23868,99.24845206908962,119.0
7403,48.59915950224049,63.0
30293,103.45917048820442,316.0
1555,38.910095712284715,57.0
621,57.580932664314496,57.0
24308,34.59413902936348,21.0
2320,84.34147248965397,61.0
23784,93.40650628628484,80.0
18085,84.66103016497016,5.0
5908,24.16835336625688,13.0
10398,36.98690692025335,17.0
6594,35.570643438613985,21.0
2868,44.675788435763316,27.0
27944,95.52181078128775,25.0
25089,55.43970253030219,30.0
8079,49.16030175376016,41.0
16993,65.80645504546769,42.0
7753,41.04859464591563,52.0
17512,41.201005924854165,25.0
30483,52.81541499128466,69.0
7405,47.627165667203464,34.0
29893,54.535829254444224,10.0
27887,45.31494426297189,42.0
21284,67.02753586186985,82.0
2325,92.97673367053304,57.0
20379,84.15706802900232,92.0
4235,24.40763674257091,24.0
16107,24.16835336625688,10.0
10947,24.32282474258011,29.0
6951,74.14997456996085,41.0
11642,89.02576354460813,65.0
24013,48.87082540338456,34.0
20529,24.40481030732311,21.0
4384,48.00066538867796,47.0
25570,80.46620462816112,73.0
16248,164.04305530834645,186.0
22632,46.04336168460669,13.0
23534,27.584853242295434,65.0
8879,45.00547804554568,34.0
28323,114.71265409894839,109.0
2229,32.46499825534088,68.0
19827,67.00213458829234,15.0
17292,42.736255260689376,16.0
11423,67.17986034565004,82.0
14264,77.54476627400025,57.0
4438,40.777633800000515,26.0
17284,32.885642682130175,16.0
20044,38.30286210171766,84.0
15550,62.69711719088637,58.0
26185,43.88739977549747,30.0
7302,131.49053817597516,159.0
9926,28.4819604049661,21.0
5742,24.16835336625688,9.0
1023,33.72136114013296,46.0
7784,24.487783353727696,24.0
6821,104.73056103327227,151.0
12351,54.11749113238397,31.0
12035,51.38666705920248,52.0
10272,52.409260205860136,74.0
6319,48.869313442004135,82.0
9072,71.72200956816103,68.0
19683,48.34808735992205,57.0
11836,61.63312165814355,40.0
6052,46.013132338399664,9.0
14811,33.07303282384038,30.0
8544,32.03726383806749,18.0
2980,105.91093566971884,93.0
15209,39.13590238463277,21.0
8398,24.16835336625688,12.0
15939,57.195893977565866,70.0
7676,48.3379589001696,157.0
10366,54.38328409607837,46.0
22529,67.53091657031335,65.0
7138,79.5080543650125,154.0
15963,38.40798492125882,30.0
6206,72.0556764268175,68.0
22389,98.66181629084194,74.0
12530,48.65491205092661,65.0
10982,50.64795088866611,66.0
16147,25.254530865280795,17.0
27592,53.552788389868645,20.0
29600,40.79465757638361,37.0
28437,40.12946358608491,25.0
25918,61.68106273438937,61.0
8886,44.8754364314624,21.0
5121,59.81700102027451,50.0
1588,119.37177427571673,117.0
25133,48.77410362221423,48.0
8721,24.411741424330202,16.0
996,29.76825093548543,34.0
27052,35.00474659250767,19.0
25360,62.08781617666062,57.0
26881,161.90225561072538,109.0
8137,46.52467542254688,21.0
28075,63.485392749020754,28.0
747,79.02708010240531,99.0
25146,41.73711515816794,28.0
14570,68.17354704154157,80.0
26463,122.35637284995657,139.0
20066,37.8657416004783,57.0
28730,101.81151678272948,152.0
3298,105.9291341197898,68.0
24691,62.53526617900834,7.0
5953,70.18679919854694,59.0
15019,24.16835336625688,21.0
3698,47.46760679765868,36.0
3694,76.42753531363559,133.0
26919,109.81186128422641,132.0
23955,134.37859100889543,117.0
11697,57.873912140062565,74.0
19659,49.547436025832496,50.0
2222,47.740575946790614,50.0
19981,32.065723432096554,42.0
10646,31.438836216252962,15.0
4393,37.8657416004783,23.0
26401,27.637096416471813,8.0
23029,152.10039819877682,124.0
23810,81.52728039047085,61.0
13160,27.419894631147855,40.0
16098,24.32282474258011,18.0
5804,41.18804785816562,9.0
17869,75.89576532626018,132.0
15808,66.62404850653851,59.0
12408,43.53743047982387,53.0
7885,35.00474659250767,30.0
28114,32.973341003373854,21.0
30348,27.830364617161976,38.0
24708,73.02533770346507,50.0
19326,44.37487942247753,19.0
25886,63.436131318392164,158.0
7487,43.423753617802895,58.0
17080,27.637096416471813,21.0
23464,24.16835336625688,18.0
3660,39.700514755234344,34.0
20090,28.538864396846048,27.0
1246,87.32984168445248,107.0
26045,64.89828888304525,75.0
2157,48.61768258651036,14.0
7751,93.3722858757207,156.0
1433,51.37571986403252,21.0
27683,65.06102920854879,80.0
1122,45.498297483269354,24.0
15000,95.08735460289479,74.0
4216,51.78922331156052,14.0
4579,30.384378267697734,21.0
20887,79.69382062544516,63.0
18962,41.78395262434801,55.0
18605,56.48621146297557,38.0
7317,155.3842374360734,156.0
4955,62.738696453050586,109.0
7071,73.97040210234314,40.0
16313,44.656490657318564,77.0
12586,53.429375685137266,30.0
23089,74.22565115020443,80.0
5871,30.549336878845317,21.0
15273,51.00584397614719,55.0
23293,85.14818054812348,172.0
6453,65.12116615064825,151.0
19305,38.40798492125882,21.0
5195,41.2302969327661,30.0
10387,37.8657416004783,13.0
22479,95.59780219981727,70.0
3518,26.29351152607696,34.0
28481,75.0735603377144,93.0
25704,47.78711860137733,25.0
12904,31.08350822886773,77.0
16339,24.32282474258011,32.0
5221,84.01525873002748,21.0
24628,97.46472813779033,72.0
19580,25.368947190198387,42.0
29977,84.47535991743047,21.0
13578,33.87389038882843,82.0
4372,25.533905801345966,17.0
25673,57.03149314066079,13.0
10714,28.64762120924322,15.0
29736,37.49322972822185,12.0
11758,50.533584332908696,50.0
1923,52.919162971132955,50.0
27173,30.966774559366215,13.0
9044,63.55509279670925,76.0
10986,25.66478022062863,40.0
2561,34.35637700946914,16.0
21821,56.47230105191383,154.0
25369,97.42326792495018,109.0
6730,89.8539917619062,74.0
23176,68.32257413508269,80.0
21683,61.36794649793547,80.0
17787,31.149740961958592,26.0
7085,53.34245272086169,18.0
13328,94.08076500643648,74.0
9103,72.00544000549938,107.0
24783,99.55798236492232,161.0
15569,53.98039867841689,51.0
28788,133.7982471065796,107.0
6280,104.19390109039973,124.0
14229,85.60160232911159,76.0
12032,37.49322972822185,52.0
16897,24.401254189505853,25.0
13155,48.890037701527106,40.0
22320,24.16835336625688,18.0
6632,111.39258006145428,83.0
9942,49.23161469124826,13.0
7198,28.59784698161112,15.0
19284,34.4291804182159,11.0
28768,93.42859369943629,55.0
25259,51.953015005889974,68.0
26710,27.588247463884667,17.0
10305,100.56443890713432,198.0
7223,45.750954242239594,10.0
9791,62.6856541791768,82.0
16263,147.15635854854105,187.0
3578,32.34262197255605,57.0
25761,24.16835336625688,9.0
3592,33.397319784747175,25.0
2507,27.830364617161976,13.0
16207,61.99120717039604,57.0
14137,35.81957144065768,17.0
21226,31.38902433827262,22.0
3843,29.933209546633016,38.0
12195,33.19282662517496,25.0
24518,25.56838848354797,13.0
22292,24.32282474258011,33.0
28442,29.84668038241117,21.0
27537,37.8657416004783,27.0
13365,86.90769137263734,72.0
27799,108.24320485803551,32.0
11074,28.13236222569861,219.0
19301,29.933209546633016,25.0
5803,43.49290883679999,9.0
1921,46.83133393865817,38.0
6689,90.96279231872035,86.0
21706,52.65801219064666,74.0
1972,57.08453264063421,82.0
3710,46.32391874403299,78.0
14931,24.415865482146604,13.0
7161,37.8657416004783,75.0
27460,24.33331197740446,19.0
7628,43.816842538663906,52.0
10260,60.42687387955996,61.0
1616,76.6901786696521,107.0
23489,121.39653715452745,227.0
15811,70.25444291500239,82.0
3470,74.08911787299013,82.0
30322,31.55882093346851,72.0
24731,98.93095576385409,61.0
3508,32.58061257331947,25.0
24876,24.16835336625688,9.0
18130,27.99331029868577,1.0
4070,82.89750798517781,91.0
29580,40.42201922963842,51.0
28070,24.94943930961676,17.0
21404,58.4941307532897,93.0
2647,39.06474886226265,12.0
25654,53.91153736740512,25.0
20052,39.43430823587599,53.0
16790,61.36676157284196,61.0
26207,24.93895207479241,53.0
5035,67.8280748032806,89.0
20845,65.38683058121998,158.0
24634,74.71411308619027,99.0
2960,88.0037388985598,87.0
18137,52.7928675258363,2.0
30407,50.27713576210199,41.0
19260,30.006967598819802,34.0
13701,166.92885423828665,167.0
7665,56.28642988149762,132.0
9242,56.81787142224838,25.0
11160,98.38357290914969,74.0
19180,195.7416922632918,286.0
5678,88.9315892951322,52.0
516,44.65892984549386,9.0
6547,41.97791370725335,17.0
28311,102.68399552458263,109.0
8247,43.754138261891846,26.0
28344,98.32531761537894,152.0
6483,60.83661559686541,125.0
4203,29.84178450593337,18.0
2893,29.76825093548543,18.0
4749,95.03961166493899,122.0
